Temperature,Vibration,Current,RPM,Fault
51.48,4.86,6.53,1438.18,0
64.06,7.11,11.46,1313.4,1
50.37,2.73,8.27,1455.72,0
42.9,1.8,5.36,1415.73,0
93.48,13.52,15.51,1116.69,2
45.41,3.19,8.9,1440.94,0
51.08,1.32,9.16,1412.83,0
58.12,3.58,6.25,1468.67,0
57.16,1.07,7.18,1445.67,0
46.32,4.65,5.65,1491.43,0
41.33,2.59,6.9,1499.9,0
45.89,3.58,8.69,1458.19,0
46.34,4.27,5.38,1454.88,0
54.13,3.42,11.55,1449.22,0
57.56,2.49,7.22,1450.69,0
59.66,3.88,8.49,1482.88,0
43.34,3.54,9.64,1462.0,0
42.63,4.13,9.51,1357.23,0
50.19,4.95,5.39,1371.33,0
59.39,8.0,12.32,1423.59,1
50.36,1.04,9.3,1368.36,0
82.01,4.31,13.0,1346.66,1
40.75,2.13,9.25,1403.2,0
52.38,4.39,8.54,1462.21,0
105.44,12.26,23.34,1203.52,2
55.19,4.54,9.17,1417.0,0
48.81,3.91,9.28,1362.18,0
55.18,3.76,12.3,1322.09,1
54.27,2.94,8.85,1423.77,0
57.24,4.14,9.15,1387.7,0
43.32,1.29,10.79,1413.7,0
74.37,8.83,15.29,1328.16,1
56.86,4.52,5.66,1431.02,0
44.17,4.12,11.93,1391.85,0
60.28,4.09,6.02,1419.57,0
55.95,4.86,8.3,1412.76,0
50.56,3.5,11.11,1418.41,0
82.06,14.55,21.88,1236.03,2
53.42,4.74,10.84,1476.38,0
40.82,1.54,7.24,1401.3,0
59.56,3.58,7.28,1449.65,0
54.38,2.8,8.95,1373.62,0
82.66,10.28,22.56,1186.63,2
44.14,2.58,7.21,1364.56,0
50.46,1.05,5.36,1450.3,0
42.2,2.4,5.23,1361.79,0
97.39,10.9,23.74,1221.92,2
56.28,1.83,6.51,1489.23,0
46.35,1.63,5.82,1481.85,0
47.65,3.7,5.95,1395.0,0
66.83,7.06,11.81,1448.94,1
47.88,2.38,11.25,1436.9,0
75.67,11.34,21.88,1259.0,2
48.48,3.41,6.54,1384.48,0
70.51,6.16,10.39,1423.27,1
48.43,1.36,11.73,1471.09,0
52.99,3.55,11.29,1391.98,0
62.83,3.73,11.4,1440.42,1
61.86,1.68,7.98,1378.08,0
84.88,4.52,11.9,1320.2,1
74.68,4.06,12.36,1447.39,1
72.89,5.82,15.31,1393.23,1
55.51,7.19,15.64,1400.06,1
64.62,4.51,11.27,1448.89,0
84.24,8.61,19.76,1288.47,2
44.17,4.19,9.92,1425.98,0
78.76,3.8,10.68,1430.42,1
83.84,3.7,13.68,1319.16,1
60.37,3.1,9.28,1344.09,1
64.67,2.34,9.95,1493.85,0
58.2,3.4,10.12,1465.46,0
84.52,8.81,15.31,1354.0,1
59.74,3.13,14.28,1292.72,1
55.67,2.43,11.97,1422.03,0
51.75,4.56,9.95,1359.33,0
60.86,4.74,6.3,1405.88,0
75.58,6.84,10.14,1440.95,1
50.01,4.67,7.51,1478.43,0
79.41,3.03,12.01,1399.82,1
82.56,8.71,8.68,1353.68,1
61.88,4.27,9.21,1462.98,0
47.45,4.38,9.22,1418.09,0
49.45,2.17,7.72,1425.08,0
45.71,3.64,5.36,1422.72,0
77.88,10.2,17.98,1319.13,2
55.62,2.79,6.43,1369.83,0
58.42,4.52,11.23,1418.19,0
74.52,3.55,12.62,1305.03,1
55.57,3.21,6.49,1450.43,0
48.98,1.92,9.06,1469.73,0
68.66,7.01,14.7,1308.85,1
60.9,4.03,7.25,1365.45,0
60.98,4.05,5.83,1386.83,0
71.62,6.21,9.56,1308.26,1
52.78,4.66,5.35,1471.66,0
105.04,11.0,22.51,1266.0,2
54.92,2.42,8.25,1399.21,0
61.58,4.87,10.24,1350.84,0
45.66,3.06,10.72,1436.35,0
40.74,2.06,10.1,1426.86,0
84.95,12.58,20.35,1231.19,2
48.55,4.72,9.05,1376.84,0
44.94,4.06,10.39,1472.62,0
57.4,3.91,9.07,1298.91,1
47.18,4.76,10.33,1495.88,0
59.55,3.57,13.22,1345.6,1
44.25,2.53,11.1,1404.47,0
47.53,3.39,7.08,1394.99,0
52.7,3.26,11.6,1389.99,0
60.23,5.48,14.16,1446.61,1
47.84,3.43,11.76,1485.17,0
52.26,3.13,10.47,1434.59,0
53.57,3.67,10.73,1406.15,0
55.01,6.58,15.33,1328.95,1
40.72,1.26,8.77,1457.82,0
51.84,1.69,8.04,1409.78,0
43.61,1.37,5.12,1481.03,0
108.39,14.4,18.7,1103.4,2
47.27,2.88,11.01,1395.74,0
63.12,1.91,8.46,1482.6,0
52.96,1.98,7.51,1498.43,0
42.37,2.39,5.26,1377.96,0
62.54,7.71,14.78,1381.73,1
60.14,1.65,7.05,1451.93,0
60.37,2.38,11.4,1373.16,0
41.24,2.07,9.58,1430.04,0
42.77,1.73,5.68,1386.37,0
84.69,7.85,11.75,1403.03,1
62.46,3.33,7.46,1384.89,0
56.38,1.42,11.3,1482.17,0
80.11,7.18,13.44,1385.16,1
54.91,2.46,10.65,1428.49,0
42.54,3.65,5.04,1374.12,0
107.07,12.45,21.3,1188.71,2
50.13,2.46,8.21,1397.73,0
43.35,2.91,9.26,1453.71,0
51.0,1.36,10.03,1382.06,0
40.27,4.52,8.11,1489.74,0
71.17,4.69,11.4,1286.39,1
72.45,3.38,8.3,1316.92,1
61.84,1.85,7.06,1455.99,0
88.18,10.05,17.39,1244.87,2
72.83,5.21,9.39,1391.02,1
96.27,10.83,17.25,1156.56,2
53.87,4.84,6.54,1399.62,0
51.87,1.99,9.06,1458.09,0
93.07,10.26,22.95,1159.58,2
75.18,3.07,8.47,1389.86,1
73.21,4.75,15.4,1373.82,1
100.07,10.98,16.91,1117.64,2
41.57,4.63,5.97,1429.86,0
52.89,4.68,8.48,1498.82,0
51.21,3.4,7.29,1467.14,0
61.35,4.34,7.35,1357.1,0
55.14,5.0,11.19,1371.36,1
57.18,3.25,8.81,1294.85,1
64.44,5.89,15.75,1394.27,1
62.83,1.89,9.63,1453.74,0
78.07,11.45,20.21,1277.0,2
54.84,4.11,7.19,1353.88,0
43.98,2.28,8.91,1352.73,0
60.19,1.99,5.44,1369.76,0
45.75,4.48,6.4,1454.61,0
73.53,6.87,8.23,1420.85,1
57.36,4.77,9.38,1372.26,0
54.9,2.74,6.15,1367.49,0
75.51,5.71,9.98,1305.8,1
59.96,2.31,7.1,1384.88,0
82.89,12.3,15.28,1304.99,2
53.28,4.73,5.58,1366.32,0
107.98,14.99,16.01,1233.45,2
57.94,2.11,5.57,1413.66,0
45.57,3.07,11.93,1393.94,0
82.24,8.93,11.97,1313.26,1
43.94,3.72,11.4,1371.45,0
61.39,1.13,5.53,1391.09,0
48.6,4.96,7.62,1464.12,0
99.27,12.7,19.67,1182.87,2
59.65,4.08,7.45,1405.78,0
53.31,4.82,5.26,1393.81,0
45.49,4.66,7.99,1448.06,0
105.2,13.27,24.83,1111.84,2
81.57,6.74,8.28,1361.82,1
55.79,8.47,10.45,1366.4,1
76.2,8.79,10.77,1429.36,1
88.59,12.94,16.4,1249.24,2
73.29,3.66,13.02,1311.75,1
95.4,13.69,18.27,1167.26,2
43.27,1.73,11.54,1374.66,0
53.09,3.03,9.25,1399.62,0
55.52,2.41,10.89,1420.69,0
53.07,1.03,10.81,1455.62,0
58.93,2.32,6.15,1425.44,0
59.05,8.51,13.34,1351.56,1
83.04,7.92,8.37,1299.98,1
48.16,2.01,8.1,1446.34,0
82.23,3.52,15.49,1420.34,1
41.49,3.14,5.01,1468.16,0
106.6,14.37,23.98,1280.38,2
72.93,8.56,11.19,1334.25,1
83.17,8.96,15.67,1281.01,1
50.74,3.92,6.7,1439.17,0
57.98,3.57,8.64,1452.27,0
98.36,14.8,23.32,1159.58,2
97.19,8.88,21.76,1171.52,2
46.51,4.43,7.62,1352.52,0
60.94,4.77,7.92,1419.08,0
55.83,4.69,8.47,1489.26,0
49.52,4.88,10.89,1475.75,0
100.58,13.95,15.48,1211.09,2
64.4,4.49,7.31,1438.17,0
56.07,3.77,11.1,1401.35,0
52.77,3.13,10.74,1427.6,0
40.0,1.29,11.47,1464.83,0
77.84,8.78,8.47,1338.78,1
44.21,2.81,11.96,1395.76,0
54.14,3.86,11.56,1486.84,0
45.84,1.17,5.13,1498.16,0
53.11,3.88,5.28,1434.53,0
51.65,2.24,11.14,1435.18,0
48.96,1.08,8.07,1383.62,0
76.34,14.49,16.81,1300.74,2
60.89,1.17,6.66,1483.46,0
43.81,3.92,10.69,1385.49,0
62.76,1.74,10.7,1431.88,0
79.52,5.05,10.08,1344.55,1
88.72,11.68,18.55,1231.15,2
58.86,6.2,10.47,1407.88,1
64.43,1.45,6.48,1420.96,0
54.65,1.57,7.08,1443.53,0
51.54,1.55,9.53,1357.07,0
65.91,5.09,11.74,1389.57,1
51.2,4.89,11.93,1447.53,0
55.11,4.34,13.36,1347.75,1
57.46,1.43,7.47,1459.79,0
59.44,6.05,13.18,1367.86,1
61.41,3.63,6.14,1360.59,0
78.5,7.68,11.66,1347.66,1
61.33,4.42,5.69,1363.61,0
60.65,2.17,10.66,1488.04,0
60.68,1.17,9.82,1472.17,0
58.16,5.18,10.11,1371.5,1
44.1,3.85,6.55,1462.33,0
66.66,6.51,15.25,1434.96,1
41.07,1.7,9.55,1374.07,0
61.04,5.91,12.86,1307.23,1
72.39,4.41,15.16,1287.69,1
74.56,3.09,15.56,1445.09,1
63.99,1.19,5.69,1356.61,0
56.97,3.46,9.82,1398.29,0
59.27,1.43,5.53,1459.23,0
52.0,1.44,6.68,1423.57,0
59.15,3.29,7.98,1461.61,0
95.97,8.41,19.54,1139.44,2
60.01,3.5,8.28,1382.62,0
73.78,5.03,13.61,1423.42,1
67.47,6.78,8.97,1373.73,1
45.81,2.94,6.02,1394.54,0
45.22,3.16,11.48,1354.06,0
59.89,7.35,11.56,1408.16,1
55.26,1.74,9.59,1418.49,0
84.77,5.32,11.72,1416.78,1
40.89,3.05,9.27,1378.69,0
50.55,4.68,11.15,1418.53,0
48.49,2.32,8.34,1388.9,0
77.53,12.23,22.7,1125.39,2
48.87,3.32,10.13,1359.47,0
59.3,4.04,5.99,1354.65,0
54.05,3.84,10.26,1377.89,0
64.8,4.01,11.73,1394.38,0
45.37,1.15,5.99,1487.6,0
63.83,4.85,8.89,1440.99,0
57.7,4.18,6.47,1410.74,0
61.31,3.83,9.35,1424.4,0
52.7,1.05,7.11,1490.04,0
97.74,12.25,20.13,1150.75,2
79.83,8.41,17.75,1104.19,2
48.54,2.97,11.48,1486.04,0
63.3,4.61,6.46,1388.84,0
41.81,3.98,9.98,1358.76,0
51.41,2.09,7.46,1364.15,0
76.22,4.14,10.93,1297.99,1
93.66,9.11,21.96,1274.52,2
66.91,8.44,12.36,1395.76,1
40.18,2.27,9.74,1422.61,0
61.84,4.33,11.04,1369.5,0
48.3,1.38,5.6,1448.76,0
73.92,5.56,15.22,1390.66,1
50.79,3.97,8.51,1472.11,0
91.61,13.71,19.32,1275.21,2
61.5,4.12,5.28,1422.08,0
62.16,5.71,15.88,1411.24,1
54.14,2.22,6.54,1362.09,0
50.99,3.79,9.44,1367.2,0
52.93,1.79,10.3,1446.18,0
53.31,1.41,6.21,1435.2,0
50.08,3.6,9.89,1445.72,0
40.25,3.89,8.75,1475.42,0
93.14,8.51,21.27,1155.7,2
48.28,4.91,11.04,1398.46,0
49.06,2.2,9.44,1482.5,0
47.26,4.41,5.71,1382.48,0
74.26,5.21,15.19,1407.45,1
50.18,3.6,7.49,1494.57,0
61.82,2.64,6.19,1463.49,0
76.9,7.5,9.57,1359.62,1
61.05,3.08,9.37,1363.37,0
57.04,4.75,6.48,1388.4,0
61.06,2.02,11.98,1403.29,0
50.71,1.96,9.41,1471.02,0
51.95,1.89,9.94,1378.62,0
56.51,1.94,6.97,1452.67,0
80.23,5.47,9.13,1298.34,1
45.61,2.33,9.38,1458.01,0
73.0,3.14,15.78,1330.7,1
47.27,3.41,10.43,1418.31,0
64.87,4.89,12.1,1439.92,1
87.71,8.44,23.98,1108.35,2
41.15,1.45,6.31,1425.63,0
47.25,4.38,8.45,1424.75,0
59.99,3.57,6.17,1450.55,0
62.25,2.42,6.46,1418.44,0
62.06,3.34,10.52,1417.48,0
74.32,7.28,10.22,1280.1,1
44.94,2.92,11.21,1434.96,0
44.38,4.4,10.74,1395.82,0
48.81,4.43,7.77,1379.87,0
72.97,7.58,15.65,1389.49,1
56.56,3.08,14.36,1361.11,1
95.74,10.66,20.02,1233.12,2
43.56,2.86,5.06,1385.91,0
52.86,2.87,10.18,1474.88,0
65.14,5.25,8.75,1378.31,1
62.57,3.35,11.21,1419.38,1
63.34,4.02,10.41,1318.61,1
43.17,1.48,11.96,1377.03,0
54.73,3.13,6.86,1484.92,0
64.41,2.27,8.73,1352.84,0
79.45,4.21,15.96,1360.88,1
74.2,7.47,8.61,1291.5,1
50.75,1.25,10.52,1429.43,0
70.76,7.15,15.07,1364.27,1
55.41,3.77,9.6,1397.4,0
103.39,9.54,20.33,1149.35,2
63.89,4.47,15.91,1291.31,1
52.0,2.28,8.92,1401.62,0
56.96,2.27,10.94,1492.07,0
57.8,3.73,11.88,1434.74,0
55.72,1.47,9.58,1392.49,0
81.76,5.6,15.28,1344.14,1
77.94,4.62,11.47,1362.86,1
54.79,3.44,10.03,1396.96,0
72.46,8.0,10.11,1315.68,1
59.65,6.23,14.13,1448.01,1
63.24,3.47,6.5,1458.77,0
63.38,6.86,13.55,1367.15,1
103.32,14.58,16.41,1115.66,2
58.21,6.4,10.05,1443.7,1
83.32,5.02,12.49,1296.16,1
44.49,1.5,11.4,1371.04,0
54.16,4.3,8.2,1472.19,0
60.32,3.34,10.18,1446.68,0
68.49,7.66,8.52,1362.89,1
55.95,2.51,9.38,1395.75,0
63.72,1.57,7.67,1433.21,0
67.77,7.74,9.89,1441.3,1
49.83,1.63,7.74,1394.61,0
44.94,1.03,9.95,1490.62,0
82.09,10.89,22.32,1255.14,2
41.37,2.6,7.36,1445.6,0
49.89,2.66,9.5,1449.31,0
52.87,2.74,10.79,1425.58,0
78.29,12.71,19.44,1290.99,2
73.48,3.94,14.83,1386.63,1
75.74,10.13,17.79,1178.36,2
48.27,3.17,11.71,1380.9,0
52.33,2.76,10.45,1412.0,0
80.73,8.5,11.45,1334.21,1
47.59,2.83,6.0,1488.18,0
54.86,3.8,7.57,1444.89,0
56.87,1.69,5.85,1467.55,0
82.56,8.38,15.36,1434.31,1
45.76,3.37,6.05,1373.79,0
63.23,2.55,5.46,1352.87,0
71.33,3.19,12.95,1289.42,1
45.97,4.64,11.46,1478.18,0
63.1,3.5,11.08,1452.67,0
51.07,1.86,7.1,1495.07,0
63.64,3.33,13.41,1390.3,1
55.08,4.84,11.2,1366.34,0
53.54,2.5,6.35,1354.6,0
102.35,13.06,20.33,1294.37,2
50.84,3.82,8.18,1419.0,0
48.23,2.77,6.35,1417.49,0
51.68,4.12,6.54,1409.48,0
58.47,4.84,9.75,1435.58,0
52.13,4.32,11.65,1445.14,0
61.84,2.23,11.57,1397.54,0
60.62,2.42,7.37,1351.77,0
63.57,2.17,9.72,1395.77,0
50.11,2.98,11.76,1495.6,0
59.82,1.01,7.41,1424.19,0
60.14,4.04,6.08,1372.39,0
56.79,1.49,11.99,1362.05,0
59.44,1.25,10.87,1482.35,0
41.0,4.94,7.68,1372.83,0
71.3,8.29,15.78,1305.1,1
55.88,1.18,7.62,1443.88,0
63.79,3.67,7.2,1493.19,0
83.95,6.49,15.27,1417.45,1
51.53,3.23,8.45,1477.11,0
78.08,6.58,10.7,1324.63,1
57.19,4.16,5.17,1491.55,0
68.91,8.66,14.58,1433.19,1
48.67,2.73,10.47,1422.63,0
55.65,4.4,14.06,1379.64,1
55.05,4.89,11.68,1384.08,0
54.7,2.7,7.29,1446.15,0
63.18,3.37,6.85,1453.11,0
61.18,3.16,7.9,1496.58,0
53.87,4.63,5.97,1385.53,0
76.18,5.94,10.06,1430.44,1
45.93,4.12,9.24,1380.87,0
46.99,2.33,8.9,1356.96,0
40.58,3.67,10.92,1403.19,0
57.03,7.25,12.35,1293.89,1
48.47,4.01,10.49,1384.45,0
57.23,4.93,7.7,1456.88,0
50.09,4.79,7.24,1377.5,0
59.06,1.24,11.98,1428.4,0
65.5,7.41,15.52,1295.83,1
43.01,1.57,9.63,1449.22,0
49.28,3.4,9.94,1453.26,0
62.46,4.59,9.8,1478.85,0
61.77,1.09,7.21,1377.7,0
62.63,7.32,9.55,1402.77,1
58.12,3.79,7.18,1364.95,0
57.15,8.1,14.63,1360.33,1
44.62,2.37,8.01,1474.64,0
76.12,7.2,15.33,1339.32,1
63.8,6.93,8.32,1383.63,1
84.75,4.43,10.97,1444.25,1
46.47,4.36,6.35,1471.27,0
76.86,6.48,10.56,1313.66,1
63.28,3.79,8.92,1469.2,0
42.57,1.36,8.36,1485.03,0
42.67,3.41,11.05,1438.11,0
62.08,3.7,7.59,1378.57,0
57.13,3.48,10.84,1440.09,1
42.4,2.7,11.54,1431.36,0
56.31,1.21,7.05,1419.14,0
41.94,4.84,11.15,1463.2,0
42.14,2.82,8.54,1442.41,0
61.29,7.38,8.81,1431.97,1
53.66,2.0,7.4,1477.81,0
57.23,4.91,10.55,1336.06,1
54.29,1.81,7.75,1452.93,0
44.37,4.68,5.31,1460.21,0
42.76,1.96,6.55,1498.02,0
46.94,4.92,8.45,1461.55,0
64.77,4.29,10.22,1381.21,0
50.33,3.7,9.61,1360.52,0
40.58,4.17,9.34,1378.84,0
89.7,8.8,19.68,1140.58,2
98.26,14.59,17.0,1108.95,2
80.76,7.49,11.51,1383.79,1
51.43,1.86,11.06,1437.92,0
63.43,1.43,5.69,1477.92,0
59.25,1.53,10.36,1472.84,0
55.62,1.29,9.3,1460.45,0
56.24,4.47,10.8,1443.91,0
40.41,1.7,8.42,1473.4,0
49.0,4.56,9.83,1371.81,0
45.03,4.84,9.29,1389.25,0
51.71,2.73,10.68,1493.05,0
43.67,2.17,8.55,1401.32,0
89.84,8.02,24.38,1103.11,2
48.85,2.28,11.56,1414.2,0
54.84,2.13,5.76,1452.63,0
49.44,3.84,11.51,1457.43,0
52.69,1.37,9.12,1397.71,0
63.29,3.33,8.77,1418.17,0
57.03,3.51,6.14,1427.19,0
63.18,1.42,10.35,1411.45,0
63.58,4.54,5.59,1427.5,0
67.78,6.11,8.04,1285.66,1
43.04,2.45,6.79,1426.0,0
59.18,3.33,10.29,1448.01,0
94.36,14.51,21.89,1303.81,2
75.72,3.68,13.26,1327.6,1
47.41,4.34,6.16,1357.97,0
50.25,2.28,6.81,1400.82,0
46.31,1.15,11.23,1469.51,0
49.79,2.86,5.53,1432.97,0
42.14,2.51,11.32,1417.86,0
43.65,3.88,7.96,1403.0,0
65.31,6.86,9.33,1374.99,1
48.77,1.21,5.83,1378.97,0
52.95,1.03,7.96,1457.71,0
40.66,3.08,9.07,1355.23,0
75.55,12.5,15.74,1101.42,2
52.97,2.55,8.28,1445.31,0
79.11,6.32,11.91,1299.37,1
48.27,2.08,8.58,1416.02,0
47.58,1.92,6.56,1445.78,0
62.43,3.14,5.94,1358.01,0
93.01,13.19,21.83,1286.98,2
63.05,1.61,8.97,1464.66,0
63.03,3.24,5.32,1411.18,0
84.86,10.67,15.92,1124.7,2
55.29,4.72,10.17,1458.46,0
70.82,8.58,11.87,1363.38,1
50.65,3.05,10.81,1489.37,0
62.22,4.04,8.76,1485.02,0
44.97,1.56,5.86,1479.45,0
62.72,4.7,15.99,1335.64,1
82.82,6.32,11.58,1444.55,1
50.73,2.1,10.38,1383.94,0
54.42,4.42,11.82,1415.92,0
74.4,3.17,13.72,1426.55,1
57.21,4.86,5.56,1408.21,0
90.12,11.77,19.46,1224.26,2
49.4,4.77,10.73,1438.15,0
45.95,4.95,8.51,1379.12,0
99.38,9.66,18.22,1302.82,2
57.24,3.38,10.24,1372.59,0
53.21,4.38,11.64,1430.78,0
41.87,1.35,11.28,1481.37,0
59.99,3.51,5.57,1481.04,0
47.33,4.59,5.09,1362.83,0
60.35,3.5,11.04,1373.99,0
81.34,8.55,12.07,1391.37,1
64.81,1.08,6.52,1467.0,0
69.29,3.57,13.81,1323.61,1
55.7,2.82,11.2,1408.23,0
84.44,13.74,24.99,1146.51,2
47.74,2.24,6.23,1471.94,0
55.54,4.11,8.5,1403.63,0
42.55,1.82,6.24,1385.62,0
52.22,4.05,11.06,1403.17,0
49.06,1.18,7.72,1433.32,0
58.73,4.86,5.51,1358.02,0
52.38,4.21,11.54,1390.46,0
60.47,3.96,11.42,1479.64,0
41.0,1.8,6.3,1388.21,0
81.43,3.91,8.65,1330.08,1
56.01,2.14,11.34,1390.59,0
40.33,1.71,9.41,1482.83,0
41.39,2.14,10.73,1361.98,0
58.65,1.9,7.35,1411.85,0
60.26,4.36,11.37,1426.39,0
53.4,2.71,5.77,1463.25,0
50.02,1.3,8.82,1450.46,0
82.53,9.43,16.82,1103.08,2
57.27,3.29,7.83,1404.54,0
83.92,8.58,14.1,1368.47,1
55.16,1.68,11.0,1489.64,0
58.85,1.86,7.27,1450.69,0
79.58,5.83,12.89,1387.05,1
52.9,3.03,10.28,1378.38,0
42.95,3.24,11.85,1449.11,0
56.45,4.39,6.22,1449.27,0
60.55,4.59,8.82,1394.1,0
54.21,4.19,8.68,1363.66,0
109.71,9.31,17.13,1208.22,2
53.35,3.52,6.17,1452.72,0
54.5,1.55,5.29,1406.94,0
80.14,14.8,24.47,1294.61,2
41.1,1.66,8.12,1381.38,0
47.87,2.43,11.76,1454.69,0
43.01,3.32,11.5,1424.51,0
57.8,1.71,5.56,1491.06,0
101.9,14.89,19.76,1118.55,2
42.37,4.41,5.76,1441.66,0
51.78,3.67,9.49,1371.66,0
46.89,4.95,6.89,1449.56,0
73.56,6.66,15.37,1322.3,1
66.49,4.7,15.45,1313.55,1
59.13,6.24,15.29,1431.72,1
45.71,2.1,7.2,1367.52,0
44.92,3.5,10.76,1404.31,0
51.98,1.1,7.39,1407.03,0
49.4,1.95,8.07,1409.75,0
40.17,1.53,9.05,1424.07,0
46.19,3.74,9.93,1403.7,0
44.22,2.31,7.12,1366.22,0
57.44,5.8,14.2,1290.35,1
55.38,4.3,8.52,1412.64,1
58.25,3.79,10.33,1418.62,0
63.58,1.4,10.98,1350.05,0
64.04,2.25,5.69,1429.02,0
58.85,4.53,6.2,1402.02,0
58.99,1.13,7.8,1497.87,0
78.61,11.22,19.19,1232.05,2
60.67,4.94,7.02,1494.17,0
40.04,4.35,9.2,1375.28,0
62.63,5.1,12.76,1430.58,1
59.37,5.89,13.97,1362.45,1
51.26,3.48,7.83,1372.28,0
44.99,4.03,11.38,1416.28,0
83.09,8.64,9.4,1428.71,1
80.94,6.42,13.17,1374.72,1
51.02,4.24,10.8,1374.51,0
43.97,2.34,10.37,1384.93,0
46.47,2.55,10.86,1372.56,0
49.39,1.53,9.25,1459.15,0
92.07,14.47,22.36,1318.54,2
57.66,3.48,10.45,1286.11,1
45.27,2.35,8.6,1439.79,0
62.39,4.02,10.84,1467.21,0
62.27,4.08,6.75,1497.18,0
63.6,4.12,7.55,1440.54,0
79.09,6.11,9.12,1394.1,1
53.18,1.96,10.32,1434.65,0
80.27,7.83,11.12,1400.52,1
90.81,11.6,24.49,1315.44,2
56.84,1.72,9.86,1384.44,0
76.33,9.98,20.48,1140.56,2
56.8,1.08,5.73,1469.99,0
89.41,9.53,20.14,1242.96,2
57.09,4.63,14.16,1361.75,1
57.93,2.41,8.2,1372.29,0
81.34,12.36,17.23,1167.59,2
52.35,4.45,9.59,1365.03,0
44.61,3.6,8.26,1489.71,0
58.11,2.49,5.74,1448.15,0
48.38,2.57,11.93,1381.18,0
44.58,4.09,6.79,1378.8,0
58.65,2.27,6.59,1494.7,0
59.57,8.49,9.06,1427.91,1
40.28,2.87,5.39,1367.82,0
59.3,3.14,14.6,1422.96,1
52.02,2.32,8.57,1440.93,0
96.79,14.68,18.44,1301.32,2
41.28,2.83,9.4,1461.71,0
41.96,3.24,7.32,1373.24,0
50.0,2.44,10.78,1417.82,0
49.22,2.48,5.37,1465.14,0
84.67,10.64,21.6,1172.58,2
83.48,12.64,23.39,1221.15,2
58.02,4.43,8.19,1287.45,1
75.48,11.08,21.48,1254.39,2
55.9,2.14,9.57,1381.56,0
46.34,4.48,8.02,1471.25,0
57.46,2.73,6.42,1382.09,0
57.36,4.28,11.31,1365.94,0
81.01,6.76,13.35,1301.47,1
78.53,13.76,24.32,1251.05,2
53.28,4.81,6.08,1436.0,0
50.36,2.79,10.94,1400.68,0
52.14,4.78,6.71,1366.19,0
55.29,1.28,11.05,1392.82,0
58.25,3.98,8.31,1492.04,0
64.01,3.26,9.49,1467.3,0
55.73,6.53,15.88,1441.02,1
90.16,12.65,23.51,1226.16,2
41.24,4.5,9.2,1366.11,0
58.92,7.74,9.0,1415.02,1
55.12,5.19,9.35,1408.75,1
65.54,4.0,8.27,1345.57,1
57.15,1.09,5.38,1429.9,0
61.34,4.21,9.63,1398.73,0
73.6,6.2,15.15,1414.06,1
47.96,1.17,11.86,1449.97,0
59.48,3.44,9.9,1475.72,0
51.17,4.64,8.44,1426.77,0
44.54,2.87,8.98,1417.91,0
56.46,2.06,5.08,1427.84,0
46.45,3.26,8.53,1380.47,0
62.87,2.45,9.06,1444.84,0
58.44,4.13,6.11,1412.85,0
45.42,4.46,11.0,1492.73,0
67.33,5.23,10.37,1305.91,1
80.89,5.81,13.01,1392.18,1
49.23,3.0,6.48,1375.97,0
58.35,3.48,11.78,1379.59,0
46.19,3.4,6.8,1400.02,0
61.04,1.73,11.15,1428.94,0
52.42,2.04,7.58,1354.75,0
51.75,4.34,5.71,1444.72,0
62.88,1.17,6.64,1471.28,0
47.7,1.17,8.19,1461.93,0
40.55,4.64,6.51,1444.36,0
58.89,3.42,9.82,1392.35,0
65.01,4.52,12.35,1293.38,1
44.97,1.34,8.69,1399.02,0
54.02,3.24,8.17,1488.71,0
40.11,4.9,7.45,1388.73,0
64.43,1.79,5.77,1436.55,0
66.7,8.06,12.1,1426.58,1
71.22,7.26,10.51,1360.1,1
64.84,1.11,5.35,1398.7,0
60.59,2.41,10.06,1466.6,0
46.14,3.62,5.43,1415.51,0
40.32,3.24,8.69,1457.9,0
82.85,6.17,14.03,1354.68,1
53.4,2.24,10.7,1452.71,0
47.83,1.16,5.35,1457.69,0
55.84,2.53,9.29,1472.06,0
55.28,4.88,9.4,1380.14,1
60.43,2.43,9.57,1433.57,0
44.98,3.18,11.82,1454.27,0
52.25,4.9,10.34,1477.76,0
81.11,9.74,24.06,1101.21,2
57.89,4.22,6.82,1395.09,0
48.53,4.96,10.03,1427.08,0
56.03,4.07,7.34,1361.43,0
41.99,3.83,8.21,1433.47,0
85.71,11.88,19.66,1319.76,2
47.95,3.11,10.47,1465.34,0
45.36,3.95,6.32,1436.02,0
55.11,1.26,10.13,1420.33,0
76.54,8.66,13.55,1439.87,1
58.84,1.88,7.72,1479.86,0
48.64,1.67,11.17,1432.27,0
48.0,2.29,5.92,1420.98,0
58.63,2.87,9.2,1373.38,0
74.39,4.15,10.28,1367.53,1
40.22,2.29,7.68,1464.16,0
51.61,4.81,7.53,1481.62,0
52.4,2.52,8.99,1469.4,0
46.95,2.97,8.06,1390.36,0
54.95,1.11,9.4,1450.98,0
53.54,2.4,6.7,1450.81,0
51.67,2.32,10.62,1472.82,0
56.22,4.48,10.24,1480.31,0
52.99,3.31,10.2,1385.23,0
74.0,5.65,10.65,1301.47,1
41.7,3.73,5.33,1387.58,0
48.42,1.27,10.62,1471.05,0
85.62,13.47,22.66,1252.16,2
69.89,3.43,12.24,1284.1,1
57.37,2.64,10.84,1469.3,0
59.47,1.02,10.24,1471.56,0
55.18,4.03,7.98,1361.04,0
